Year Month,ANZSOC Division,Police District,vict_sum,vict_cnt
2022-06-01,Theft and Related Offences,Southern,496,289
2022-06-01,Theft and Related Offences,Tasman,334,180
2022-06-01,Theft and Related Offences,Waikato,1609,607
2022-06-01,Theft and Related Offences,Waitemata,1289,541
2022-06-01,Theft and Related Offences,Wellington,1674,757
2022-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,664,101
2022-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,424,89
2022-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,567,95
2022-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,406,92
2022-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,590,106
2022-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,243,55
2022-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,217,51
2022-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,200,56
2022-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,124,46
2022-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,552,84
2022-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,461,83
2022-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,420,88
2022-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,2,2
2022-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,2,2
2022-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,6,5
2022-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,4,4
2022-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,3,3
2022-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,2,2
2022-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,3,3
2022-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,3,3
2022-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,8,7
2022-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,5,5
2022-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,3,3
2022-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,5,5
2022-07-01,Acts Intended to Cause Injury,Auckland City,430,395
2022-07-01,Acts Intended to Cause Injury,Bay Of Plenty,628,539
2022-07-01,Acts Intended to Cause Injury,Canterbury,487,406
2022-07-01,Acts Intended to Cause Injury,Central,500,424
2022-07-01,Acts Intended to Cause Injury,Counties/Manukau,812,687
2022-07-01,Acts Intended to Cause Injury,Eastern,392,340
2022-07-01,Acts Intended to Cause Injury,Northland,238,206
2022-07-01,Acts Intended to Cause Injury,Southern,243,214
2022-07-01,Acts Intended to Cause Injury,Tasman,171,159
2022-07-01,Acts Intended to Cause Injury,Waikato,532,442
2022-07-01,Acts Intended to Cause Injury,Waitemata,461,393
2022-07-01,Acts Intended to Cause Injury,Wellington,550,490
2022-07-01,"Robbery, Extortion and Related Offences",Auckland City,48,46
2022-07-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,29,28
2022-07-01,"Robbery, Extortion and Related Offences",Canterbury,51,42
2022-07-01,"Robbery, Extortion and Related Offences",Central,33,31
2022-07-01,"Robbery, Extortion and Related Offences",Counties/Manukau,50,49
2022-07-01,"Robbery, Extortion and Related Offences",Eastern,16,14
2022-07-01,"Robbery, Extortion and Related Offences",Northland,12,11
2022-07-01,"Robbery, Extortion and Related Offences",Southern,6,6
2022-07-01,"Robbery, Extortion and Related Offences",Tasman,5,5
2022-07-01,"Robbery, Extortion and Related Offences",Waikato,36,33
2022-07-01,"Robbery, Extortion and Related Offences",Waitemata,38,37
2022-07-01,"Robbery, Extortion and Related Offences",Wellington,26,26
2022-07-01,Sexual Assault and Related Offences,Auckland City,43,43
2022-07-01,Sexual Assault and Related Offences,Bay Of Plenty,49,47
2022-07-01,Sexual Assault and Related Offences,Canterbury,64,52
2022-07-01,Sexual Assault and Related Offences,Central,45,42
2022-07-01,Sexual Assault and Related Offences,Counties/Manukau,65,62
2022-07-01,Sexual Assault and Related Offences,Eastern,28,26
2022-07-01,Sexual Assault and Related Offences,Northland,27,25
2022-07-01,Sexual Assault and Related Offences,Southern,39,38
2022-07-01,Sexual Assault and Related Offences,Tasman,19,19
2022-07-01,Sexual Assault and Related Offences,Waikato,61,55
2022-07-01,Sexual Assault and Related Offences,Waitemata,39,37
2022-07-01,Sexual Assault and Related Offences,Wellington,51,46
2022-07-01,Theft and Related Offences,Auckland City,2460,982
2022-07-01,Theft and Related Offences,Bay Of Plenty,1572,673
2022-07-01,Theft and Related Offences,Canterbury,2668,804
2022-07-01,Theft and Related Offences,Central,1203,561
2022-07-01,Theft and Related Offences,Counties/Manukau,2251,992
2022-07-01,Theft and Related Offences,Eastern,800,357
2022-07-01,Theft and Related Offences,Northland,686,315
2022-07-01,Theft and Related Offences,Southern,497,303
2022-07-01,Theft and Related Offences,Tasman,313,200
2022-07-01,Theft and Related Offences,Waikato,1737,565
2022-07-01,Theft and Related Offences,Waitemata,1535,678
2022-07-01,Theft and Related Offences,Wellington,1725,783
2022-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,685,111
2022-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,486,108
2022-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,609,84
2022-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,406,84
2022-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,574,88
2022-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,294,49
2022-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,303,50
2022-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,163,51
2022-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,124,51
2022-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,660,86
2022-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,533,87
2022-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,399,92
2022-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,7,5
2022-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,3,3
2022-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,4,4
2022-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,3,3
2022-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,1,1
2022-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,3,2
2022-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,4,4
2022-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,1,1
2022-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,1,1
2022-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,1,1
2022-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,11,10
2022-08-01,Acts Intended to Cause Injury,Auckland City,515,481
2022-08-01,Acts Intended to Cause Injury,Bay Of Plenty,661,584
2022-08-01,Acts Intended to Cause Injury,Canterbury,583,487
2022-08-01,Acts Intended to Cause Injury,Central,487,444
2022-08-01,Acts Intended to Cause Injury,Counties/Manukau,875,760
2022-08-01,Acts Intended to Cause Injury,Eastern,456,388
2022-08-01,Acts Intended to Cause Injury,Northland,272,247
2022-08-01,Acts Intended to Cause Injury,Southern,290,262
2022-08-01,Acts Intended to Cause Injury,Tasman,180,172
2022-08-01,Acts Intended to Cause Injury,Waikato,598,529
2022-08-01,Acts Intended to Cause Injury,Waitemata,499,458
2022-08-01,Acts Intended to Cause Injury,Wellington,645,585
2022-08-01,"Robbery, Extortion and Related Offences",Auckland City,45,38
2022-08-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,25,24
2022-08-01,"Robbery, Extortion and Related Offences",Canterbury,48,42
2022-08-01,"Robbery, Extortion and Related Offences",Central,22,22
2022-08-01,"Robbery, Extortion and Related Offences",Counties/Manukau,36,35
2022-08-01,"Robbery, Extortion and Related Offences",Eastern,22,20
2022-08-01,"Robbery, Extortion and Related Offences",Northland,10,9
2022-08-01,"Robbery, Extortion and Related Offences",Southern,29,29
2022-08-01,"Robbery, Extortion and Related Offences",Tasman,12,11
2022-08-01,"Robbery, Extortion and Related Offences",Waikato,35,33
2022-08-01,"Robbery, Extortion and Related Offences",Waitemata,41,39
2022-08-01,"Robbery, Extortion and Related Offences",Wellington,25,22
2022-08-01,Sexual Assault and Related Offences,Auckland City,39,38
2022-08-01,Sexual Assault and Related Offences,Bay Of Plenty,77,74
2022-08-01,Sexual Assault and Related Offences,Canterbury,101,80
2022-08-01,Sexual Assault and Related Offences,Central,63,56
2022-08-01,Sexual Assault and Related Offences,Counties/Manukau,61,58
2022-08-01,Sexual Assault and Related Offences,Eastern,36,33
2022-08-01,Sexual Assault and Related Offences,Northland,36,34
2022-08-01,Sexual Assault and Related Offences,Southern,47,43
2022-08-01,Sexual Assault and Related Offences,Tasman,43,37
2022-08-01,Sexual Assault and Related Offences,Waikato,51,44
2022-08-01,Sexual Assault and Related Offences,Waitemata,49,43
2022-08-01,Sexual Assault and Related Offences,Wellington,40,37
2022-08-01,Theft and Related Offences,Auckland City,2636,1167
2022-08-01,Theft and Related Offences,Bay Of Plenty,1688,749
2022-08-01,Theft and Related Offences,Canterbury,2802,948
2022-08-01,Theft and Related Offences,Central,1443,745
2022-08-01,Theft and Related Offences,Counties/Manukau,2300,1083
2022-08-01,Theft and Related Offences,Eastern,708,408
2022-08-01,Theft and Related Offences,Northland,638,315
2022-08-01,Theft and Related Offences,Southern,537,340
2022-08-01,Theft and Related Offences,Tasman,373,234
2022-08-01,Theft and Related Offences,Waikato,1994,807
2022-08-01,Theft and Related Offences,Waitemata,1847,903
2022-08-01,Theft and Related Offences,Wellington,1876,955
2022-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,732,125
2022-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,547,146
2022-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,632,114
2022-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,513,122
2022-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,584,142
2022-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,329,75
2022-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,308,76
2022-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,251,84
2022-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,154,59
2022-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,777,144
2022-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,664,146
2022-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,533,128
2022-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,11,10
2022-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,5,5
2022-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,1,1
2022-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,3,3
2022-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,2,2
2022-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,2,2
2022-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,5,4
2022-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,1,1
2022-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,3,3
2022-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,2,2
2022-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,1,1
2022-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,6,5
2022-09-01,Acts Intended to Cause Injury,Auckland City,456,393
2022-09-01,Acts Intended to Cause Injury,Bay Of Plenty,621,509
2022-09-01,Acts Intended to Cause Injury,Canterbury,565,447
2022-09-01,Acts Intended to Cause Injury,Central,530,444
2022-09-01,Acts Intended to Cause Injury,Counties/Manukau,908,758
2022-09-01,Acts Intended to Cause Injury,Eastern,439,333
2022-09-01,Acts Intended to Cause Injury,Northland,246,211
2022-09-01,Acts Intended to Cause Injury,Southern,297,262
2022-09-01,Acts Intended to Cause Injury,Tasman,182,170
2022-09-01,Acts Intended to Cause Injury,Waikato,581,481
2022-09-01,Acts Intended to Cause Injury,Waitemata,540,469
2022-09-01,Acts Intended to Cause Injury,Wellington,564,508
2022-09-01,"Robbery, Extortion and Related Offences",Auckland City,60,56
2022-09-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,34,33
2022-09-01,"Robbery, Extortion and Related Offences",Canterbury,56,45
2022-09-01,"Robbery, Extortion and Related Offences",Central,29,27
2022-09-01,"Robbery, Extortion and Related Offences",Counties/Manukau,46,45
2022-09-01,"Robbery, Extortion and Related Offences",Eastern,16,14
2022-09-01,"Robbery, Extortion and Related Offences",Northland,25,24
2022-09-01,"Robbery, Extortion and Related Offences",Southern,16,16
2022-09-01,"Robbery, Extortion and Related Offences",Tasman,8,8
2022-09-01,"Robbery, Extortion and Related Offences",Waikato,62,55
2022-09-01,"Robbery, Extortion and Related Offences",Waitemata,36,34
2022-09-01,"Robbery, Extortion and Related Offences",Wellington,33,31
2022-09-01,Sexual Assault and Related Offences,Auckland City,67,61
2022-09-01,Sexual Assault and Related Offences,Bay Of Plenty,77,62
2022-09-01,Sexual Assault and Related Offences,Canterbury,81,62
2022-09-01,Sexual Assault and Related Offences,Central,52,49
2022-09-01,Sexual Assault and Related Offences,Counties/Manukau,72,63
2022-09-01,Sexual Assault and Related Offences,Eastern,37,29
2022-09-01,Sexual Assault and Related Offences,Northland,23,22
2022-09-01,Sexual Assault and Related Offences,Southern,52,40
2022-09-01,Sexual Assault and Related Offences,Tasman,37,33
2022-09-01,Sexual Assault and Related Offences,Waikato,59,47
2022-09-01,Sexual Assault and Related Offences,Waitemata,62,56
2022-09-01,Sexual Assault and Related Offences,Wellington,62,54
2022-09-01,Theft and Related Offences,Auckland City,2429,962
2022-09-01,Theft and Related Offences,Bay Of Plenty,1484,597
2022-09-01,Theft and Related Offences,Canterbury,2573,713
2022-09-01,Theft and Related Offences,Central,1273,501
2022-09-01,Theft and Related Offences,Counties/Manukau,2224,997
2022-09-01,Theft and Related Offences,Eastern,750,361
2022-09-01,Theft and Related Offences,Northland,586,277
2022-09-01,Theft and Related Offences,Southern,571,311
2022-09-01,Theft and Related Offences,Tasman,339,172
2022-09-01,Theft and Related Offences,Waikato,1709,623
2022-09-01,Theft and Related Offences,Waitemata,1700,682
2022-09-01,Theft and Related Offences,Wellington,1791,754
2022-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,723,90
2022-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,474,89
2022-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,739,79
2022-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,456,78
2022-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,694,110
