Year Month,ANZSOC Division,Police District,vict_sum,vict_cnt
2020-11-01,Acts Intended to Cause Injury,Waitemata,393,345
2020-11-01,Acts Intended to Cause Injury,Wellington,648,563
2020-11-01,"Robbery, Extortion and Related Offences",Auckland City,51,49
2020-11-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,28,25
2020-11-01,"Robbery, Extortion and Related Offences",Canterbury,25,20
2020-11-01,"Robbery, Extortion and Related Offences",Central,12,12
2020-11-01,"Robbery, Extortion and Related Offences",Counties/Manukau,34,32
2020-11-01,"Robbery, Extortion and Related Offences",Eastern,17,16
2020-11-01,"Robbery, Extortion and Related Offences",Northland,7,7
2020-11-01,"Robbery, Extortion and Related Offences",Southern,2,2
2020-11-01,"Robbery, Extortion and Related Offences",Tasman,9,9
2020-11-01,"Robbery, Extortion and Related Offences",Waikato,28,26
2020-11-01,"Robbery, Extortion and Related Offences",Waitemata,28,25
2020-11-01,"Robbery, Extortion and Related Offences",Wellington,18,17
2020-11-01,Sexual Assault and Related Offences,Auckland City,68,62
2020-11-01,Sexual Assault and Related Offences,Bay Of Plenty,68,63
2020-11-01,Sexual Assault and Related Offences,Canterbury,76,59
2020-11-01,Sexual Assault and Related Offences,Central,67,57
2020-11-01,Sexual Assault and Related Offences,Counties/Manukau,73,71
2020-11-01,Sexual Assault and Related Offences,Eastern,34,29
2020-11-01,Sexual Assault and Related Offences,Northland,20,16
2020-11-01,Sexual Assault and Related Offences,Southern,40,39
2020-11-01,Sexual Assault and Related Offences,Tasman,33,28
2020-11-01,Sexual Assault and Related Offences,Waikato,69,66
2020-11-01,Sexual Assault and Related Offences,Waitemata,39,37
2020-11-01,Sexual Assault and Related Offences,Wellington,64,59
2020-11-01,Theft and Related Offences,Auckland City,1820,802
2020-11-01,Theft and Related Offences,Bay Of Plenty,1329,671
2020-11-01,Theft and Related Offences,Canterbury,1525,626
2020-11-01,Theft and Related Offences,Central,1034,589
2020-11-01,Theft and Related Offences,Counties/Manukau,1437,766
2020-11-01,Theft and Related Offences,Eastern,646,385
2020-11-01,Theft and Related Offences,Northland,493,254
2020-11-01,Theft and Related Offences,Southern,333,263
2020-11-01,Theft and Related Offences,Tasman,322,230
2020-11-01,Theft and Related Offences,Waikato,1204,548
2020-11-01,Theft and Related Offences,Waitemata,1180,595
2020-11-01,Theft and Related Offences,Wellington,1192,598
2020-11-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,554,92
2020-11-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,455,102
2020-11-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,570,78
2020-11-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,406,97
2020-11-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,562,108
2020-11-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,309,63
2020-11-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,212,54
2020-11-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,208,65
2020-11-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,135,57
2020-11-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,515,89
2020-11-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,391,76
2020-11-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,416,92
2020-12-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,2,2
2020-12-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,1,1
2020-12-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,3,3
2020-12-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,4,4
2020-12-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,8,8
2020-12-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,2,2
2020-12-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,1,1
2020-12-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,4,4
2020-12-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,7,7
2020-12-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,3,2
2020-12-01,Acts Intended to Cause Injury,Auckland City,440,397
2020-12-01,Acts Intended to Cause Injury,Bay Of Plenty,668,550
2020-12-01,Acts Intended to Cause Injury,Canterbury,469,364
2020-12-01,Acts Intended to Cause Injury,Central,511,444
2020-12-01,Acts Intended to Cause Injury,Counties/Manukau,894,740
2020-12-01,Acts Intended to Cause Injury,Eastern,487,379
2020-12-01,Acts Intended to Cause Injury,Northland,195,171
2020-12-01,Acts Intended to Cause Injury,Southern,274,230
2020-12-01,Acts Intended to Cause Injury,Tasman,172,151
2020-12-01,Acts Intended to Cause Injury,Waikato,595,478
2020-12-01,Acts Intended to Cause Injury,Waitemata,424,363
2020-12-01,Acts Intended to Cause Injury,Wellington,646,541
2020-12-01,"Robbery, Extortion and Related Offences",Auckland City,54,49
2020-12-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,18,17
2020-12-01,"Robbery, Extortion and Related Offences",Canterbury,26,24
2020-12-01,"Robbery, Extortion and Related Offences",Central,29,26
2020-12-01,"Robbery, Extortion and Related Offences",Counties/Manukau,37,37
2020-12-01,"Robbery, Extortion and Related Offences",Eastern,24,22
2020-12-01,"Robbery, Extortion and Related Offences",Northland,14,13
2020-12-01,"Robbery, Extortion and Related Offences",Southern,7,7
2020-12-01,"Robbery, Extortion and Related Offences",Tasman,5,5
2020-12-01,"Robbery, Extortion and Related Offences",Waikato,32,30
2020-12-01,"Robbery, Extortion and Related Offences",Waitemata,20,19
2020-12-01,"Robbery, Extortion and Related Offences",Wellington,21,20
2020-12-01,Sexual Assault and Related Offences,Auckland City,50,44
2020-12-01,Sexual Assault and Related Offences,Bay Of Plenty,58,53
2020-12-01,Sexual Assault and Related Offences,Canterbury,93,76
2020-12-01,Sexual Assault and Related Offences,Central,45,43
2020-12-01,Sexual Assault and Related Offences,Counties/Manukau,65,62
2020-12-01,Sexual Assault and Related Offences,Eastern,36,33
2020-12-01,Sexual Assault and Related Offences,Northland,21,19
2020-12-01,Sexual Assault and Related Offences,Southern,41,38
2020-12-01,Sexual Assault and Related Offences,Tasman,22,18
2020-12-01,Sexual Assault and Related Offences,Waikato,49,45
2020-12-01,Sexual Assault and Related Offences,Waitemata,48,46
2020-12-01,Sexual Assault and Related Offences,Wellington,58,51
2020-12-01,Theft and Related Offences,Auckland City,1875,849
2020-12-01,Theft and Related Offences,Bay Of Plenty,1283,678
2020-12-01,Theft and Related Offences,Canterbury,1532,607
2020-12-01,Theft and Related Offences,Central,973,522
2020-12-01,Theft and Related Offences,Counties/Manukau,1433,803
2020-12-01,Theft and Related Offences,Eastern,593,348
2020-12-01,Theft and Related Offences,Northland,459,256
2020-12-01,Theft and Related Offences,Southern,416,303
2020-12-01,Theft and Related Offences,Tasman,306,221
2020-12-01,Theft and Related Offences,Waikato,1105,500
2020-12-01,Theft and Related Offences,Waitemata,1306,636
2020-12-01,Theft and Related Offences,Wellington,1268,642
2020-12-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,568,92
2020-12-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,450,96
2020-12-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,656,81
2020-12-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,414,90
2020-12-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,591,119
2020-12-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,319,60
2020-12-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,171,44
2020-12-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,233,73
2020-12-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,194,63
2020-12-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,556,99
2020-12-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,414,82
2020-12-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,414,87
2021-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,4,4
2021-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,3,3
2021-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,2,2
2021-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,4,4
2021-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,8,8
2021-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,4,4
2021-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,2,2
2021-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,3,3
2021-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,8,6
2021-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,3,3
2021-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,3,3
2021-01-01,Acts Intended to Cause Injury,Auckland City,448,389
2021-01-01,Acts Intended to Cause Injury,Bay Of Plenty,640,529
2021-01-01,Acts Intended to Cause Injury,Canterbury,462,374
2021-01-01,Acts Intended to Cause Injury,Central,550,471
2021-01-01,Acts Intended to Cause Injury,Counties/Manukau,848,686
2021-01-01,Acts Intended to Cause Injury,Eastern,478,364
2021-01-01,Acts Intended to Cause Injury,Northland,235,199
2021-01-01,Acts Intended to Cause Injury,Southern,237,207
2021-01-01,Acts Intended to Cause Injury,Tasman,196,180
2021-01-01,Acts Intended to Cause Injury,Waikato,589,500
2021-01-01,Acts Intended to Cause Injury,Waitemata,425,369
2021-01-01,Acts Intended to Cause Injury,Wellington,662,582
2021-01-01,"Robbery, Extortion and Related Offences",Auckland City,46,40
2021-01-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,30,27
2021-01-01,"Robbery, Extortion and Related Offences",Canterbury,26,25
2021-01-01,"Robbery, Extortion and Related Offences",Central,31,28
2021-01-01,"Robbery, Extortion and Related Offences",Counties/Manukau,40,40
2021-01-01,"Robbery, Extortion and Related Offences",Eastern,31,29
2021-01-01,"Robbery, Extortion and Related Offences",Northland,13,12
2021-01-01,"Robbery, Extortion and Related Offences",Southern,6,5
2021-01-01,"Robbery, Extortion and Related Offences",Tasman,3,3
2021-01-01,"Robbery, Extortion and Related Offences",Waikato,32,30
2021-01-01,"Robbery, Extortion and Related Offences",Waitemata,35,34
2021-01-01,"Robbery, Extortion and Related Offences",Wellington,25,24
2021-01-01,Sexual Assault and Related Offences,Auckland City,42,39
2021-01-01,Sexual Assault and Related Offences,Bay Of Plenty,67,57
2021-01-01,Sexual Assault and Related Offences,Canterbury,74,62
2021-01-01,Sexual Assault and Related Offences,Central,50,47
2021-01-01,Sexual Assault and Related Offences,Counties/Manukau,52,49
2021-01-01,Sexual Assault and Related Offences,Eastern,33,33
2021-01-01,Sexual Assault and Related Offences,Northland,28,25
2021-01-01,Sexual Assault and Related Offences,Southern,46,42
2021-01-01,Sexual Assault and Related Offences,Tasman,18,16
2021-01-01,Sexual Assault and Related Offences,Waikato,48,45
2021-01-01,Sexual Assault and Related Offences,Waitemata,42,39
2021-01-01,Sexual Assault and Related Offences,Wellington,57,53
2021-01-01,Theft and Related Offences,Auckland City,2111,901
2021-01-01,Theft and Related Offences,Bay Of Plenty,1508,777
2021-01-01,Theft and Related Offences,Canterbury,1659,635
2021-01-01,Theft and Related Offences,Central,953,541
2021-01-01,Theft and Related Offences,Counties/Manukau,1448,792
2021-01-01,Theft and Related Offences,Eastern,808,465
2021-01-01,Theft and Related Offences,Northland,488,253
2021-01-01,Theft and Related Offences,Southern,380,288
2021-01-01,Theft and Related Offences,Tasman,317,226
2021-01-01,Theft and Related Offences,Waikato,1286,613
2021-01-01,Theft and Related Offences,Waitemata,1338,632
2021-01-01,Theft and Related Offences,Wellington,1258,639
2021-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,532,87
2021-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,523,103
2021-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,646,76
2021-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,479,85
2021-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,478,101
2021-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,331,57
2021-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,228,43
2021-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,232,72
2021-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,152,56
2021-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,623,92
2021-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,449,84
2021-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,418,95
2021-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,3,3
2021-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,4,4
2021-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,4,4
2021-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,5,5
2021-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,3,3
2021-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,3,3
2021-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,3,3
2021-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,2,2
2021-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,4,4
2021-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,1,1
2021-02-01,Acts Intended to Cause Injury,Auckland City,437,389
2021-02-01,Acts Intended to Cause Injury,Bay Of Plenty,604,519
2021-02-01,Acts Intended to Cause Injury,Canterbury,430,363
2021-02-01,Acts Intended to Cause Injury,Central,524,453
2021-02-01,Acts Intended to Cause Injury,Counties/Manukau,838,685
2021-02-01,Acts Intended to Cause Injury,Eastern,439,344
2021-02-01,Acts Intended to Cause Injury,Northland,234,202
2021-02-01,Acts Intended to Cause Injury,Southern,268,233
2021-02-01,Acts Intended to Cause Injury,Tasman,171,150
2021-02-01,Acts Intended to Cause Injury,Waikato,600,496
2021-02-01,Acts Intended to Cause Injury,Waitemata,461,389
2021-02-01,Acts Intended to Cause Injury,Wellington,663,589
2021-02-01,"Robbery, Extortion and Related Offences",Auckland City,38,35
2021-02-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,32,32
2021-02-01,"Robbery, Extortion and Related Offences",Canterbury,20,19
2021-02-01,"Robbery, Extortion and Related Offences",Central,26,25
2021-02-01,"Robbery, Extortion and Related Offences",Counties/Manukau,42,38
2021-02-01,"Robbery, Extortion and Related Offences",Eastern,9,9
2021-02-01,"Robbery, Extortion and Related Offences",Northland,14,14
2021-02-01,"Robbery, Extortion and Related Offences",Southern,11,10
2021-02-01,"Robbery, Extortion and Related Offences",Tasman,3,3
2021-02-01,"Robbery, Extortion and Related Offences",Waikato,22,19
2021-02-01,"Robbery, Extortion and Related Offences",Waitemata,21,17
2021-02-01,"Robbery, Extortion and Related Offences",Wellington,28,27
2021-02-01,Sexual Assault and Related Offences,Auckland City,51,46
2021-02-01,Sexual Assault and Related Offences,Bay Of Plenty,58,56
2021-02-01,Sexual Assault and Related Offences,Canterbury,79,63
2021-02-01,Sexual Assault and Related Offences,Central,60,52
2021-02-01,Sexual Assault and Related Offences,Counties/Manukau,68,66
2021-02-01,Sexual Assault and Related Offences,Eastern,24,24
2021-02-01,Sexual Assault and Related Offences,Northland,22,21
2021-02-01,Sexual Assault and Related Offences,Southern,49,46
2021-02-01,Sexual Assault and Related Offences,Tasman,24,22
2021-02-01,Sexual Assault and Related Offences,Waikato,55,52
2021-02-01,Sexual Assault and Related Offences,Waitemata,54,51
2021-02-01,Sexual Assault and Related Offences,Wellington,55,53
2021-02-01,Theft and Related Offences,Auckland City,1600,739
2021-02-01,Theft and Related Offences,Bay Of Plenty,1259,652
2021-02-01,Theft and Related Offences,Canterbury,1510,634
2021-02-01,Theft and Related Offences,Central,929,511
2021-02-01,Theft and Related Offences,Counties/Manukau,1215,710
2021-02-01,Theft and Related Offences,Eastern,641,369
2021-02-01,Theft and Related Offences,Northland,420,221
2021-02-01,Theft and Related Offences,Southern,378,294
2021-02-01,Theft and Related Offences,Tasman,300,197
2021-02-01,Theft and Related Offences,Waikato,1074,538
2021-02-01,Theft and Related Offences,Waitemata,1025,520
2021-02-01,Theft and Related Offences,Wellington,1294,662
2021-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,522,97
2021-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,511,93
2021-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,627,77
2021-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,362,79
2021-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,476,107
2021-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,285,58
2021-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,187,48
2021-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,237,61
2021-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,125,53
2021-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,512,95
2021-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,363,69
2021-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,360,92
2021-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,5,5
2021-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,1,1
2021-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,6,6
2021-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,8,8
2021-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,4,4
2021-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,1,1
2021-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,2,2
2021-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,1,1
2021-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,3,3
2021-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,4,4
2021-03-01,Acts Intended to Cause Injury,Auckland City,479,410
2021-03-01,Acts Intended to Cause Injury,Bay Of Plenty,528,447
2021-03-01,Acts Intended to Cause Injury,Canterbury,458,375
2021-03-01,Acts Intended to Cause Injury,Central,581,503
2021-03-01,Acts Intended to Cause Injury,Counties/Manukau,928,738
2021-03-01,Acts Intended to Cause Injury,Eastern,475,381
2021-03-01,Acts Intended to Cause Injury,Northland,242,208
2021-03-01,Acts Intended to Cause Injury,Southern,284,252
2021-03-01,Acts Intended to Cause Injury,Tasman,182,161
2021-03-01,Acts Intended to Cause Injury,Waikato,614,499
2021-03-01,Acts Intended to Cause Injury,Waitemata,453,401
2021-03-01,Acts Intended to Cause Injury,Wellington,733,616
2021-03-01,"Robbery, Extortion and Related Offences",Auckland City,42,41
2021-03-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,22,21
2021-03-01,"Robbery, Extortion and Related Offences",Canterbury,29,24
2021-03-01,"Robbery, Extortion and Related Offences",Central,23,20
2021-03-01,"Robbery, Extortion and Related Offences",Counties/Manukau,40,40
2021-03-01,"Robbery, Extortion and Related Offences",Eastern,15,15
2021-03-01,"Robbery, Extortion and Related Offences",Northland,10,8
2021-03-01,"Robbery, Extortion and Related Offences",Southern,11,11
2021-03-01,"Robbery, Extortion and Related Offences",Tasman,8,7
2021-03-01,"Robbery, Extortion and Related Offences",Waikato,37,34
2021-03-01,"Robbery, Extortion and Related Offences",Waitemata,20,19
2021-03-01,"Robbery, Extortion and Related Offences",Wellington,25,25
2021-03-01,Sexual Assault and Related Offences,Auckland City,60,57
2021-03-01,Sexual Assault and Related Offences,Bay Of Plenty,101,82
2021-03-01,Sexual Assault and Related Offences,Canterbury,106,89
2021-03-01,Sexual Assault and Related Offences,Central,61,53
2021-03-01,Sexual Assault and Related Offences,Counties/Manukau,86,81
2021-03-01,Sexual Assault and Related Offences,Eastern,47,43
2021-03-01,Sexual Assault and Related Offences,Northland,39,34
2021-03-01,Sexual Assault and Related Offences,Southern,47,44
2021-03-01,Sexual Assault and Related Offences,Tasman,52,43
2021-03-01,Sexual Assault and Related Offences,Waikato,63,58
2021-03-01,Sexual Assault and Related Offences,Waitemata,48,45
2021-03-01,Sexual Assault and Related Offences,Wellington,79,73
2021-03-01,Theft and Related Offences,Auckland City,2045,852
2021-03-01,Theft and Related Offences,Bay Of Plenty,1394,695
2021-03-01,Theft and Related Offences,Canterbury,1887,701
2021-03-01,Theft and Related Offences,Central,974,517
2021-03-01,Theft and Related Offences,Counties/Manukau,1408,771
2021-03-01,Theft and Related Offences,Eastern,701,335
2021-03-01,Theft and Related Offences,Northland,519,267
2021-03-01,Theft and Related Offences,Southern,450,308
2021-03-01,Theft and Related Offences,Tasman,340,213
2021-03-01,Theft and Related Offences,Waikato,1322,551
2021-03-01,Theft and Related Offences,Waitemata,1162,570
2021-03-01,Theft and Related Offences,Wellington,1439,716
2021-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,646,83
2021-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,475,92
2021-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,737,86
2021-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,435,103
2021-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,472,103
2021-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,278,53
2021-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,183,42
2021-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,214,67
2021-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,137,48
2021-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,500,88
2021-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,376,75
2021-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,420,100
2021-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,3,3
2021-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,2,2
2021-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,1,1
2021-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,3,3
2021-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,7,7
2021-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,3,3
2021-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,5,5
2021-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,1,1
2021-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,1,1
2021-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,3,3
2021-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,1,1
2021-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,6,6
2021-04-01,Acts Intended to Cause Injury,Auckland City,411,369
2021-04-01,Acts Intended to Cause Injury,Bay Of Plenty,488,431
2021-04-01,Acts Intended to Cause Injury,Canterbury,444,370
2021-04-01,Acts Intended to Cause Injury,Central,441,388
2021-04-01,Acts Intended to Cause Injury,Counties/Manukau,777,643
2021-04-01,Acts Intended to Cause Injury,Eastern,396,320
2021-04-01,Acts Intended to Cause Injury,Northland,236,203
2021-04-01,Acts Intended to Cause Injury,Southern,225,200
2021-04-01,Acts Intended to Cause Injury,Tasman,156,138
2021-04-01,Acts Intended to Cause Injury,Waikato,502,407
2021-04-01,Acts Intended to Cause Injury,Waitemata,412,367
2021-04-01,Acts Intended to Cause Injury,Wellington,611,535
2021-04-01,"Robbery, Extortion and Related Offences",Auckland City,41,36
2021-04-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,16,15
2021-04-01,"Robbery, Extortion and Related Offences",Canterbury,47,36
2021-04-01,"Robbery, Extortion and Related Offences",Central,9,9
2021-04-01,"Robbery, Extortion and Related Offences",Counties/Manukau,25,24
2021-04-01,"Robbery, Extortion and Related Offences",Eastern,18,16
2021-04-01,"Robbery, Extortion and Related Offences",Northland,7,7
2021-04-01,"Robbery, Extortion and Related Offences",Southern,7,7
2021-04-01,"Robbery, Extortion and Related Offences",Tasman,5,4
2021-04-01,"Robbery, Extortion and Related Offences",Waikato,26,25
2021-04-01,"Robbery, Extortion and Related Offences",Waitemata,23,22
2021-04-01,"Robbery, Extortion and Related Offences",Wellington,33,31
2021-04-01,Sexual Assault and Related Offences,Auckland City,57,54
2021-04-01,Sexual Assault and Related Offences,Bay Of Plenty,55,49
2021-04-01,Sexual Assault and Related Offences,Canterbury,84,73
2021-04-01,Sexual Assault and Related Offences,Central,50,45
2021-04-01,Sexual Assault and Related Offences,Counties/Manukau,64,58
2021-04-01,Sexual Assault and Related Offences,Eastern,29,27
2021-04-01,Sexual Assault and Related Offences,Northland,28,24
2021-04-01,Sexual Assault and Related Offences,Southern,58,53
2021-04-01,Sexual Assault and Related Offences,Tasman,48,38
2021-04-01,Sexual Assault and Related Offences,Waikato,47,44
2021-04-01,Sexual Assault and Related Offences,Waitemata,37,32
2021-04-01,Sexual Assault and Related Offences,Wellington,65,59
2021-04-01,Theft and Related Offences,Auckland City,2220,861
2021-04-01,Theft and Related Offences,Bay Of Plenty,1088,553
2021-04-01,Theft and Related Offences,Canterbury,1714,677
2021-04-01,Theft and Related Offences,Central,1037,581
2021-04-01,Theft and Related Offences,Counties/Manukau,1710,886
2021-04-01,Theft and Related Offences,Eastern,673,341
2021-04-01,Theft and Related Offences,Northland,498,269
2021-04-01,Theft and Related Offences,Southern,345,263
2021-04-01,Theft and Related Offences,Tasman,315,219
2021-04-01,Theft and Related Offences,Waikato,1181,530
2021-04-01,Theft and Related Offences,Waitemata,1180,588
2021-04-01,Theft and Related Offences,Wellington,1368,688
2021-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,648,89
2021-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,412,95
2021-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,730,92
2021-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,405,89
2021-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,552,105
2021-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,275,50
2021-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,187,45
2021-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,190,57
2021-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,135,45
2021-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,505,92
2021-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,399,84
2021-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,393,94
2021-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,3,3
2021-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,5,5
2021-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,5,5
2021-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,5,5
2021-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,6,5
